otu	accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
CDPL01000047.22254.23821	CDPL01000047	1104602	Atribacteria bacterium JGI 0000014-F07	Unclassified Atribacterota	Unclassified Atribacterota	Unclassified Atribacterota	Unclassified Atribacterota	Atribacterota	Bacteria	Bacteria➤Atribacterota➤Unclassified Atribacterota➤Unclassified Atribacterota➤Unclassified Atribacterota➤Unclassified Atribacterota➤Atribacteria bacterium JGI 0000014-F07
CETV01269389.578.2020	CETV01269389	408172	marine metagenome	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified➤Unclassified➤Unclassified➤Unclassified➤Unclassified➤Unclassified➤marine metagenome
CP000013.446773.448310	CP000013	290434	Borreliella garinii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	Bacteria➤Spirochaetes➤Spirochaetia➤Spirochaetales➤Borreliaceae➤Borreliella➤Borreliella garinii
CP000030.247477.248979	CP000030	234826	Anaplasma marginale	Anaplasma	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Anaplasmataceae➤Anaplasma➤Anaplasma marginale
CP000033.1632689.1634260	CP000033	272621	Lactobacillus acidophilus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Lactobacillales➤Lactobacillaceae➤Lactobacillus➤Lactobacillus acidophilus
CP000061.271735.273265	CP000061	322098	Aster yellows witches'-broom phytoplasma	Candidatus Phytoplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria	Bacteria➤Tenericutes➤Mollicutes➤Acholeplasmatales➤Acholeplasmataceae➤Candidatus Phytoplasma➤Aster yellows witches'-broom phytoplasma
CP000097.373319.374797	CP000097	316279	Synechococcus sp. CC9902	Synechococcus	Synechococcaceae	Synechococcales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Synechococcales➤Synechococcaceae➤Synechococcus➤Synechococcus sp. CC9902
CP000102.408655.410144	CP000102	339860	Methanosphaera stadtmanae	Methanosphaera	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanobacteria➤Methanobacteriales➤Methanobacteriaceae➤Methanosphaera➤Methanosphaera stadtmanae
CP000103.562629.564157	CP000103	323848	Nitrosospira multiformis	Nitrosospira	Nitrosomonadaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Nitrosomonadales➤Nitrosomonadaceae➤Nitrosospira➤Nitrosospira multiformis
CP000113.8965179.8966718	CP000113	246197	Myxococcus xanthus	Myxococcus	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Myxococcales➤Myxococcaceae➤Myxococcus➤Myxococcus xanthus
CP000116.1863920.1865429	CP000116	292415	Thiobacillus denitrificans	Thiobacillus	Thiobacillaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Nitrosomonadales➤Thiobacillaceae➤Thiobacillus➤Thiobacillus denitrificans
CP000127.999383.1000873	CP000127	323261	Nitrosococcus oceani	Nitrosococcus	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Chromatiales➤Chromatiaceae➤Nitrosococcus➤Nitrosococcus oceani
CP000141.2112241.2113740	CP000141	246194	Carboxydothermus hydrogenoformans	Carboxydothermus	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Thermoanaerobacterales➤Thermoanaerobacteraceae➤Carboxydothermus➤Carboxydothermus hydrogenoformans
CP000142.2750584.2752141	CP000142	338963	Syntrophotalea carbinolica	Syntrophotalea	Syntrophotaleaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfuromonadales➤Syntrophotaleaceae➤Syntrophotalea➤Syntrophotalea carbinolica
CP000155.1588347.1589881	CP000155	349521	Hahella chejuensis	Hahella	Hahellaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Oceanospirillales➤Hahellaceae➤Hahella➤Hahella chejuensis
CP000157.63530.65023	CP000157	314225	Erythrobacter litoralis	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Sphingomonadales➤Erythrobacteraceae➤Erythrobacter➤Erythrobacter litoralis
CP000158.2818559.2819913	CP000158	228405	Hyphomonas neptunium	Hyphomonas	Hyphomonadaceae	Hyphomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Hyphomonadales➤Hyphomonadaceae➤Hyphomonas➤Hyphomonas neptunium
CP000236.942218.943726	CP000236	205920	Ehrlichia chaffeensis	Ehrlichia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Anaplasmataceae➤Ehrlichia➤Ehrlichia chaffeensis
CP000237.36268.37765	CP000237	222891	Neorickettsia sennetsu	Neorickettsia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Anaplasmataceae➤Neorickettsia➤Neorickettsia sennetsu
CP000245.566088.567610	CP000245	365046	Ramlibacter tataouinensis	Ramlibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Ramlibacter➤Ramlibacter tataouinensis
CP000252.738017.739575	CP000252	56780	Syntrophus aciditrophicus	Syntrophus	Syntrophaceae	Syntrophales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Syntrophales➤Syntrophaceae➤Syntrophus➤Syntrophus aciditrophicus
CP000254.3501525.3502990	CP000254	323259	Methanospirillum hungatei	Methanospirillum	Methanospirillaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanomicrobiales➤Methanospirillaceae➤Methanospirillum➤Methanospirillum hungatei
CP000264.4083217.4084677	CP000264	290400	Jannaschia sp. CCS1	Jannaschia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodobacterales➤Roseobacteraceae➤Jannaschia➤Jannaschia sp. CCS1
CP000267.4118284.4119814	CP000267	338969	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Rhodoferax➤Rhodoferax ferrireducens
CP000269.259683.261216	CP000269	375286	Janthinobacterium sp. Marseille	Janthinobacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Oxalobacteraceae➤Janthinobacterium➤Janthinobacterium sp. Marseille
CP000282.3213358.3214883	CP000282	203122	Saccharophagus degradans	Saccharophagus	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Cellvibrionales➤Cellvibrionaceae➤Saccharophagus➤Saccharophagus degradans
CP000284.2233413.2234878	CP000284	265072	Methylobacillus flagellatus	Methylobacillus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Nitrosomonadales➤Methylophilaceae➤Methylobacillus➤Methylobacillus flagellatus
CP000300.1876623.1878098	CP000300	259564	Methanococcoides burtonii	Methanococcoides	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanococcoides➤Methanococcoides burtonii
CP000323.651956.653541	CP000323	335284	Psychrobacter cryohalolentis	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Moraxellales➤Moraxellaceae➤Psychrobacter➤Psychrobacter cryohalolentis
CP000359.157596.159088	CP000359	319795	Deinococcus geothermalis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria	Bacteria➤Deinococcus-Thermus➤Deinococci➤Deinococcales➤Deinococcaceae➤Deinococcus➤Deinococcus geothermalis
CP000360.5260068.5261561	CP000360	204669	Candidatus Koribacter versatilis	Candidatus Koribacter	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Acidobacteriia➤Acidobacteriales➤Acidobacteriaceae➤Candidatus Koribacter➤Candidatus Koribacter versatilis
CP000386.1337366.1338878	CP000386	266117	Rubrobacter xylanophilus	Rubrobacter	Rubrobacteraceae	Rubrobacterales	Rubrobacteria	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Rubrobacteria➤Rubrobacterales➤Rubrobacteraceae➤Rubrobacter➤Rubrobacter xylanophilus
CP000411.1277133.1278699	CP000411	203123	Oenococcus oeni	Oenococcus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Lactobacillales➤Lactobacillaceae➤Oenococcus➤Oenococcus oeni
CP000448.417882.419570	CP000448	335541	Syntrophomonas wolfei	Syntrophomonas	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Syntrophomonadaceae➤Syntrophomonas➤Syntrophomonas wolfei
CP000449.1183394.1184853	CP000449	394221	Maricaulis maris	Maricaulis	Maricaulaceae	Maricaulales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Maricaulales➤Maricaulaceae➤Maricaulis➤Maricaulis maris
CP000453.368208.369739	CP000453	187272	Alkalilimnicola ehrlichii	Alkalilimnicola	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Chromatiales➤Ectothiorhodospiraceae➤Alkalilimnicola➤Alkalilimnicola ehrlichii
CP000471.275258.276753	CP000471	156889	Magnetococcus marinus	Magnetococcus	Magnetococcaceae	Magnetococcales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Magnetococcales➤Magnetococcaceae➤Magnetococcus➤Magnetococcus marinus
CP000477.1617193.1618665	CP000477	349307	Methanothrix thermoacetophila	Methanothrix	Methanotrichaceae	Methanotrichales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanotrichales➤Methanotrichaceae➤Methanothrix➤Methanothrix thermoacetophila
CP000478.3187202.3188756	CP000478	335543	Syntrophobacter fumaroxidans	Syntrophobacter	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Syntrophobacterales➤Syntrophobacteraceae➤Syntrophobacter➤Syntrophobacter fumaroxidans
CP000481.1397655.1399163	CP000481	351607	Acidothermus cellulolyticus	Acidothermus	Acidothermaceae	Acidothermales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Acidothermales➤Acidothermaceae➤Acidothermus➤Acidothermus cellulolyticus
CP000510.91410.92948	CP000510	357804	Psychromonas ingrahamii	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Alteromonadales➤Psychromonadaceae➤Psychromonas➤Psychromonas ingrahamii
CP000512.1577962.1579483	CP000512	397945	Acidovorax citrulli	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Acidovorax➤Acidovorax citrulli
CP000529.425434.426956	CP000529	365044	Polaromonas naphthalenivorans	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Polaromonas➤Polaromonas naphthalenivorans
CP000542.1980681.1982207	CP000542	391735	Verminephrobacter eiseniae	Verminephrobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Verminephrobacter➤Verminephrobacter eiseniae
CP000559.1015589.1017053	CP000559	410358	Methanocorpusculum labreanum	Methanocorpusculum	Methanocorpusculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanomicrobiales➤Methanocorpusculaceae➤Methanocorpusculum➤Methanocorpusculum labreanum
CP000592.126178.127937	CP000592	436017	Ostreococcus sp. 'lucimarinus'	Ostreococcus	Bathycoccaceae	Mamiellales	Mamiellophyceae	Chlorophyta	Eukaryota	Eukaryota➤Chlorophyta➤Mamiellophyceae➤Mamiellales➤Bathycoccaceae➤Ostreococcus➤Ostreococcus sp. 'lucimarinus'
CP000678.333483.334957	CP000678	420247	Methanobrevibacter smithii	Methanobrevibacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanobacteria➤Methanobacteriales➤Methanobacteriaceae➤Methanobrevibacter➤Methanobrevibacter smithii
CP000682.1705274.1706771	CP000682	399549	Metallosphaera sedula	Metallosphaera	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Sulfolobales➤Sulfolobaceae➤Metallosphaera➤Metallosphaera sedula
CP000771.812951.814312	CP000771	381764	Fervidobacterium nodosum	Fervidobacterium	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria	Bacteria➤Thermotogae➤Thermotogae➤Thermotogales➤Fervidobacteriaceae➤Fervidobacterium➤Fervidobacterium nodosum
CP000780.2250513.2251978	CP000780	456442	Methanoregula boonei	Methanoregula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanomicrobiales➤Methanoregulaceae➤Methanoregula➤Methanoregula boonei
CP000786.1121323.1122598	CP000786	456481	Leptospira biflexa	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	Bacteria➤Spirochaetes➤Spirochaetia➤Leptospirales➤Leptospiraceae➤Leptospira➤Leptospira biflexa
CP000804.5183512.5184980	CP000804	383372	Roseiflexus castenholzii	Roseiflexus	Roseiflexaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Chloroflexia➤Chloroflexales➤Roseiflexaceae➤Roseiflexus➤Roseiflexus castenholzii
CP000816.728379.729800	CP000816	453591	Ignicoccus hospitalis	Ignicoccus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Desulfurococcales➤Desulfurococcaceae➤Ignicoccus➤Ignicoccus hospitalis
CP000817.10101.11641	CP000817	444177	Lysinibacillus sphaericus	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Bacillales➤Bacillaceae➤Lysinibacillus➤Lysinibacillus sphaericus
CP000828.5636175.5637675	CP000828	329726	Acaryochloris marina	Acaryochloris	Acaryochloridaceae	Synechococcales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Synechococcales➤Acaryochloridaceae➤Acaryochloris➤Acaryochloris marina
CP000830.617247.618708	CP000830	398580	Dinoroseobacter shibae	Dinoroseobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodobacterales➤Roseobacteraceae➤Dinoroseobacter➤Dinoroseobacter shibae
CP000853.49919.51423	CP000853	350688	Alkaliphilus oremlandii	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Clostridiaceae➤Alkaliphilus➤Alkaliphilus oremlandii
CP000859.680920.682475	CP000859	96561	Desulfosudis oleivorans	Desulfosudis	Desulfosudaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfobacterales➤Desulfosudaceae➤Desulfosudis➤Desulfosudis oleivorans
CP000860.142718.144409	CP000860	477974	Candidatus Desulforudis audaxviator	Candidatus Desulforudis	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Peptococcaceae➤Candidatus Desulforudis➤Candidatus Desulforudis audaxviator
CP000875.1974899.1976373	CP000875	316274	Herpetosiphon aurantiacus	Herpetosiphon	Herpetosiphonaceae	Herpetosiphonales	Chloroflexia	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Chloroflexia➤Herpetosiphonales➤Herpetosiphonaceae➤Herpetosiphon➤Herpetosiphon aurantiacus
CP000879.2041444.2042943	CP000879	403833	Petrotoga mobilis	Petrotoga	Petrotogaceae	Petrotogales	Thermotogae	Thermotogae	Bacteria	Bacteria➤Thermotogae➤Thermotogae➤Petrotogales➤Petrotogaceae➤Petrotoga➤Petrotoga mobilis
CP000884.6692888.6694413	CP000884	398578	Delftia acidovorans	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Delftia➤Delftia acidovorans
CP000885.15754.17276	CP000885	357809	Lachnoclostridium phytofermentans	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Lachnospiraceae➤Lachnoclostridium➤Lachnoclostridium phytofermentans
CP000909.5131307.5132780	CP000909	324602	Chloroflexus aurantiacus	Chloroflexus	Chloroflexaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Chloroflexia➤Chloroflexales➤Chloroflexaceae➤Chloroflexus➤Chloroflexus aurantiacus
CP000922.245925.247448	CP000922	491915	Anoxybacillus flavithermus	Anoxybacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Bacillales➤Bacillaceae➤Anoxybacillus➤Anoxybacillus flavithermus
CP000930.2797495.2799004	CP000930	498761	Heliomicrobium modesticaldum	Heliomicrobium	Heliobacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Heliobacteriaceae➤Heliomicrobium➤Heliomicrobium modesticaldum
CP000934.1059926.1061459	CP000934	498211	Cellvibrio japonicus	Cellvibrio	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Cellvibrionales➤Cellvibrionaceae➤Cellvibrio➤Cellvibrio japonicus
CP000968.1326582.1328013	CP000968	374847	Candidatus Korarchaeum cryptofilum	Candidatus Korarchaeum	Unclassified Candidatus Korarchaeota	Unclassified Candidatus Korarchaeota	Unclassified Candidatus Korarchaeota	Candidatus Korarchaeota	Archaea	Archaea➤Candidatus Korarchaeota➤Unclassified Candidatus Korarchaeota➤Unclassified Candidatus Korarchaeota➤Unclassified Candidatus Korarchaeota➤Candidatus Korarchaeum➤Candidatus Korarchaeum cryptofilum
CP001014.690421.692612	CP001014	444157	Pyrobaculum neutrophilum	Pyrobaculum	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Thermoproteales➤Thermoproteaceae➤Pyrobaculum➤Pyrobaculum neutrophilum
CP001016.680554.682033	CP001016	395963	Beijerinckia indica	Beijerinckia	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Hyphomicrobiales➤Beijerinckiaceae➤Beijerinckia➤Beijerinckia indica
CP001032.2051334.2052884	CP001032	452637	Opitutus terrae	Opitutus	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Opitutae➤Opitutales➤Opitutaceae➤Opitutus➤Opitutus terrae
CP001034.10608.12073	CP001034	457570	Natranaerobius thermophilus	Natranaerobius	Natranaerobiaceae	Natranaerobiales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Natranaerobiales➤Natranaerobiaceae➤Natranaerobius➤Natranaerobius thermophilus
CP001055.1535259.1536691	CP001055	445932	Elusimicrobium minutum	Elusimicrobium	Elusimicrobiaceae	Elusimicrobiales	Elusimicrobia	Elusimicrobia	Bacteria	Bacteria➤Elusimicrobia➤Elusimicrobia➤Elusimicrobiales➤Elusimicrobiaceae➤Elusimicrobium➤Elusimicrobium minutum
