accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
CP025808	1389011	Sulfitobacter sp. SK025	Sulfitobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodobacterales➤Roseobacteraceae➤Sulfitobacter➤Sulfitobacter sp. SK025
DQ640643	390641	Wenxinia marina	Wenxinia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodobacterales➤Roseobacteraceae➤Wenxinia➤Wenxinia marina
AP012035	926570	Acidiphilium multivorum	Acidiphilium	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Acidiphilium➤Acidiphilium multivorum
CP031788	520	Acidocella facilis	Acidocella	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Acidocella➤Acidocella facilis
AB035416	110479	Asaia siamensis	Asaia	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Asaia➤Asaia siamensis
ATSX01000009	1208583	Commensalibacter sp. MX01	Commensalibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Commensalibacter➤Commensalibacter sp. MX01
AM889285	272568	Gluconacetobacter diazotrophicus	Gluconacetobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Gluconacetobacter➤Gluconacetobacter diazotrophicus
M11223	358	Gluconobacter oxydans	Gluconobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Gluconobacter➤Gluconobacter oxydans
AY788950	391165	Granulibacter bethesdensis	Granulibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Granulibacter➤Granulibacter bethesdensis
AP012159	634177	Komagataeibacter medellinensis	Komagataeibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Komagataeibacter➤Komagataeibacter medellinensis
AB056318	153496	Kozakia baliensis	Kozakia	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Kozakia➤Kozakia baliensis
AF538712	207340	Roseomonas mucosa	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Roseomonas➤Roseomonas mucosa
AB110421	231053	Saccharibacter floricola	Saccharibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Acetobacteraceae➤Saccharibacter➤Saccharibacter floricola
KC109787	28077	Nitrospirillum amazonense	Nitrospirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Azospirillaceae➤Nitrospirillum➤Nitrospirillum amazonense
Z29583	34011	Niveispirillum irakense	Niveispirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Azospirillaceae➤Niveispirillum➤Niveispirillum irakense
AM749667	1122135	Kiloniella laminariae	Kiloniella	Kiloniellaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Kiloniellaceae➤Kiloniella➤Kiloniella laminariae
CP006745	1401328	Candidatus Endolissoclinum faulkneri	Candidatus Endolissoclinum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Rhodospirillaceae➤Candidatus Endolissoclinum➤Candidatus Endolissoclinum faulkneri
LC133706	1818779	Inquilinus sp. JCM 28675	Inquilinus	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Rhodospirillaceae➤Inquilinus➤Inquilinus sp. JCM 28675
LN997848	1663591	Magnetospirillum sp. XM-1	Magnetospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Rhodospirillaceae➤Magnetospirillum➤Magnetospirillum sp. XM-1
EF612765	180199	Novispirillum itersonii	Novispirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Rhodospirillaceae➤Novispirillum➤Novispirillum itersonii
AB671761	1018	Rhodospirillum rubrum	Rhodospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Rhodospirillaceae➤Rhodospirillum➤Rhodospirillum rubrum
AB006768	64973	Terasakiella pusilla	Terasakiella	Terasakiellaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Terasakiellaceae➤Terasakiella➤Terasakiella pusilla
EU008565	455360	Thalassobaculum salexigens	Thalassobaculum	Thalassobaculaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Thalassobaculaceae➤Thalassobaculum➤Thalassobaculum salexigens
CP000030	234826	Anaplasma marginale	Anaplasma	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Anaplasmataceae➤Anaplasma➤Anaplasma marginale
AXCJ01000001	1401685	Candidatus Xenolissoclinum pacificiensis	Candidatus Xenolissoclinum	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Anaplasmataceae➤Candidatus Xenolissoclinum➤Candidatus Xenolissoclinum pacificiensis
CP000236	205920	Ehrlichia chaffeensis	Ehrlichia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Anaplasmataceae➤Ehrlichia➤Ehrlichia chaffeensis
CP000237	222891	Neorickettsia sennetsu	Neorickettsia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Anaplasmataceae➤Neorickettsia➤Neorickettsia sennetsu
CP001391	66084	Wolbachia sp. wRi	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Anaplasmataceae➤Wolbachia➤Wolbachia sp. wRi
CP002130	696127	Candidatus Midichloria mitochondrii	Candidatus Midichloria	Candidatus Midichloriaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Candidatus Midichloriaceae➤Candidatus Midichloria➤Candidatus Midichloria mitochondrii
AP011533	652620	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Rickettsiaceae➤Rickettsia➤Rickettsia japonica
AB289439	418853	Sneathiella glossodoripedis	Sneathiella	Sneathiellaceae	Sneathiellales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Sneathiellales➤Sneathiellaceae➤Sneathiella➤Sneathiella glossodoripedis
CP015963	476157	Altererythrobacter ishigakiensis	Altererythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Sphingomonadales➤Erythrobacteraceae➤Altererythrobacter➤Altererythrobacter ishigakiensis
CP000157	314225	Erythrobacter litoralis	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Sphingomonadales➤Erythrobacteraceae➤Erythrobacter➤Erythrobacter litoralis
CP021378	2003315	Porphyrobacter sp. CACIAM 03H1	Porphyrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Sphingomonadales➤Erythrobacteraceae➤Porphyrobacter➤Porphyrobacter sp. CACIAM 03H1
AEUE01000008	517722	Citromicrobium sp. JLT1363	Citromicrobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Sphingomonadales➤Sphingomonadaceae➤Citromicrobium➤Citromicrobium sp. JLT1363
AB024289	56361	Sphingomonas ursincola	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Sphingomonadales➤Sphingomonadaceae➤Sphingomonas➤Sphingomonas ursincola
AP017898	1914525	Sphingopyxis sp. FD7	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Sphingomonadales➤Sphingomonadaceae➤Sphingopyxis➤Sphingopyxis sp. FD7
ATVO01000004	1123240	Sandarakinorhabdus limnophila	Sandarakinorhabdus	Sphingosinicellaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Sphingomonadales➤Sphingosinicellaceae➤Sandarakinorhabdus➤Sandarakinorhabdus limnophila
CP001751	488538	Candidatus Puniceispirillum marinum	Candidatus Puniceispirillum	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Unclassified Alphaproteobacteria➤Unclassified Alphaproteobacteria➤Candidatus Puniceispirillum➤Candidatus Puniceispirillum marinum
JQ516457	91750	uncultured Alphaproteobacteria bacterium	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Unclassified Alphaproteobacteria➤Unclassified Alphaproteobacteria➤Unclassified Alphaproteobacteria➤uncultured Alphaproteobacteria bacterium
CP014028	85698	Achromobacter xylosoxidans	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Achromobacter➤Achromobacter xylosoxidans
CP003555	1036672	Advenella kashmirensis	Advenella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Advenella➤Advenella kashmirensis
LS483426	504	Alcaligenes faecalis	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Alcaligenes➤Alcaligenes faecalis
JX412111	1072685	Basilea psittacipulmonis	Basilea	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Basilea➤Basilea psittacipulmonis
CP013119	511	Bordetella pertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Bordetella➤Bordetella pertussis
AJ277742	124225	Brackiella oedipodis	Brackiella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Brackiella➤Brackiella oedipodis
AB089482	203699	Derxia gummosa	Derxia	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Derxia➤Derxia gummosa
AREM01000088	1122619	Oligella ureolytica	Oligella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Oligella➤Oligella ureolytica
CP002663	1007105	Pusillimonas sp. T7-7	Pusillimonas (ex Stolz et al. 2005)	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Pusillimonas (ex Stolz et al. 2005)➤Pusillimonas sp. T7-7
CP003059	1008459	Taylorella asinigenitalis	Taylorella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Taylorella➤Taylorella asinigenitalis
CP012982	983594	Burkholderia cepacia	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Burkholderia➤Burkholderia cepacia
DQ279347	188058	uncultured Burkholderia sp.	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Burkholderia➤uncultured Burkholderia sp.
DQ256728	356302	Chitinimonas koreensis	Chitinimonas	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Chitinimonas➤Chitinimonas koreensis
AB104447	221992	Cupriavidus numazuensis	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Cupriavidus➤Cupriavidus numazuensis
AEQP01000026	887898	Lautropia mirabilis	Lautropia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Lautropia➤Lautropia mirabilis
MH463959	2003368	Limnobacter sp.	Limnobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Limnobacter➤Limnobacter sp.
AP018150	1553431	Mycoavidus cysteinexigens	Mycoavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Mycoavidus➤Mycoavidus cysteinexigens
CP013481	93218	Pandoraea apista	Pandoraea	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Pandoraea➤Pandoraea apista
CP007501	1835254	Polynucleobacter duraquae	Polynucleobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Polynucleobacter➤Polynucleobacter duraquae
AL646053	267608	Ralstonia solanacearum	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Burkholderiaceae➤Ralstonia➤Ralstonia solanacearum
CP000512	397945	Acidovorax citrulli	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Acidovorax➤Acidovorax citrulli
CP002449	596153	Alicycliphilus denitrificans	Alicycliphilus	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Alicycliphilus➤Alicycliphilus denitrificans
AB681806	364039	Azohydromonas australica	Azohydromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Azohydromonas➤Azohydromonas australica
EU346912	1121116	Brachymonas chironomi	Brachymonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Brachymonas➤Brachymonas chironomi
AB008801	196015	Caldimonas manganoxidans	Caldimonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Caldimonas➤Caldimonas manganoxidans
CP006704	1392005	Comamonas testosteroni	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Comamonas➤Comamonas testosteroni
AB109889	230310	Curvibacter gracilis	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Curvibacter➤Curvibacter gracilis
CP000884	398578	Delftia acidovorans	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Delftia➤Delftia acidovorans
AY780907	314202	Giesbergeria kuznetsovii	Giesbergeria	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Giesbergeria➤Giesbergeria kuznetsovii
AZSO01000079	1437444	Hydrogenophaga sp. T4	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Hydrogenophaga➤Hydrogenophaga sp. T4
AEGR01000103	887062	Hylemonella gracilis	Hylemonella	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Hylemonella➤Hylemonella gracilis
AJ537466	219182	Ottowia thiooxydans	Ottowia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Ottowia➤Ottowia thiooxydans
CP000529	365044	Polaromonas naphthalenivorans	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Polaromonas➤Polaromonas naphthalenivorans
EF469609	433924	Pseudacidovorax intermedius	Pseudacidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Pseudacidovorax➤Pseudacidovorax intermedius
CP000245	365046	Ramlibacter tataouinensis	Ramlibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Ramlibacter➤Ramlibacter tataouinensis
CP000267	338969	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Rhodoferax➤Rhodoferax ferrireducens
CP000542	391735	Verminephrobacter eiseniae	Verminephrobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Verminephrobacter➤Verminephrobacter eiseniae
AF285414	151755	Xenophilus azovorans	Xenophilus	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Xenophilus➤Xenophilus azovorans
CP002745	1005048	Collimonas fungivorans	Collimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Oxalobacteraceae➤Collimonas➤Collimonas fungivorans
JN175334	927	Herbaspirillum seropedicae	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Oxalobacteraceae➤Herbaspirillum➤Herbaspirillum seropedicae
CU207211	204773	Herminiimonas arsenicoxydans	Herminiimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Oxalobacteraceae➤Herminiimonas➤Herminiimonas arsenicoxydans
